Id,Predicted
5895,0.1778608865677139
7122,0.1778608865677139
6173,0.12700304585095254
6142,0.1778608865677139
5358,0.1778608865677139
6095,0.1778608865677139
6878,0.1778608865677139
6554,0.1778608865677139
6793,0.23584886492936025
7286,0.1778608865677139
6076,0.1778608865677139
5134,0.1778608865677139
5419,0.1778608865677139
6255,0.1778608865677139
5656,0.1778608865677139
6934,0.1778608865677139
6028,0.1778608865677139
6490,0.1778608865677139
6415,0.1778608865677139
7087,0.1778608865677139
5420,0.1778608865677139
5977,0.1778608865677139
6824,0.12700304585095254
5207,0.1778608865677139
7115,0.1778608865677139
7250,0.1778608865677139
6010,0.23584886492936025
6088,0.1778608865677139
5682,0.1778608865677139
7201,0.1778608865677139
6938,0.1778608865677139
6875,0.1778608865677139
5953,0.1778608865677139
5942,0.1778608865677139
5382,0.1778608865677139
6377,0.1778608865677139
5931,0.1778608865677139
5992,0.1778608865677139
5790,0.1778608865677139
6753,0.1778608865677139
6562,0.1778608865677139
7046,0.1778608865677139
5868,0.1778608865677139
5784,0.1778608865677139
5878,0.1778608865677139
5110,0.1778608865677139
5210,0.23584886492936025
7230,0.1778608865677139
5005,0.23584886492936025
6871,0.1778608865677139
5363,0.23584886492936025
7253,0.1778608865677139
6055,0.1778608865677139
5072,0.1778608865677139
6913,0.1778608865677139
6386,0.1778608865677139
5634,0.1778608865677139
5758,0.1778608865677139
6819,0.1778608865677139
7088,0.1778608865677139
5039,0.12700304585095254
5532,0.23584886492936025
6037,0.1778608865677139
6322,0.1778608865677139
6887,0.1778608865677139
6660,0.1778608865677139
5451,0.1778608865677139
6014,0.1778608865677139
5556,0.1778608865677139
6346,0.1778608865677139
5850,0.12700304585095254
5940,0.1778608865677139
7119,0.1778608865677139
5253,0.1778608865677139
6851,0.1778608865677139
6695,0.1778608865677139
6908,0.1778608865677139
7255,0.1778608865677139
5674,0.12700304585095254
6278,0.1778608865677139
5486,0.1778608865677139
5174,0.1778608865677139
6621,0.1778608865677139
6313,0.1778608865677139
6435,0.1778608865677139
6970,0.1778608865677139
6310,0.1778608865677139
5932,0.1778608865677139
6877,0.1778608865677139
6763,0.1778608865677139
7085,0.1778608865677139
7049,0.23584886492936025
6959,0.1778608865677139
5214,0.12700304585095254
6350,0.1778608865677139
5063,0.1778608865677139
5041,0.23584886492936025
5086,0.1778608865677139
6942,0.1778608865677139
5270,0.1778608865677139
6705,0.1778608865677139
7051,0.1778608865677139
6758,0.1778608865677139
6249,0.1778608865677139
5808,0.1778608865677139
5377,0.1778608865677139
5446,0.1778608865677139
5856,0.1778608865677139
4986,0.1778608865677139
7001,0.1778608865677139
6677,0.1778608865677139
6665,0.1778608865677139
5817,0.1778608865677139
6984,0.1778608865677139
6541,0.1778608865677139
5117,0.1778608865677139
6097,0.23584886492936025
5389,0.1778608865677139
7219,0.1778608865677139
6338,0.1778608865677139
6922,0.1778608865677139
5367,0.1778608865677139
5638,0.1778608865677139
5830,0.1778608865677139
5338,0.1778608865677139
6007,0.1778608865677139
6612,0.1778608865677139
5718,0.1778608865677139
6104,0.1778608865677139
5229,0.1778608865677139
6625,0.1778608865677139
5206,0.12700304585095254
5963,0.1778608865677139
4990,0.1778608865677139
6641,0.1778608865677139
5369,0.1778608865677139
6196,0.1778608865677139
5236,0.1778608865677139
5719,0.1778608865677139
5643,0.1778608865677139
7050,0.1778608865677139
6355,0.1778608865677139
6688,0.1778608865677139
6239,0.23584886492936025
5531,0.1778608865677139
6113,0.1778608865677139
7181,0.1778608865677139
6118,0.1778608865677139
7264,0.23584886492936025
5343,0.1778608865677139
5051,0.1778608865677139
5779,0.23584886492936025
6605,0.1778608865677139
6655,0.1778608865677139
6534,0.1778608865677139
5681,0.23584886492936025
6607,0.1778608865677139
