Id,Predicted
5895,0.12780032467532468
7122,0.155
6173,0.07
6142,0.09
5358,0.3134253246753247
6095,0.07
6878,0.11
6554,0.045
6793,0.1975
7286,0.055
6076,0.1125
5134,0.16
5419,0.17
6255,0.22492957746478873
5656,0.18625
6934,0.07
6028,0.13492957746478873
6490,0.09
6415,0.08
7087,0.10454545454545454
5420,0.12454545454545456
5977,0.02
6824,0.07518141945773524
5207,0.11
7115,0.03
7250,0.06754545454545453
6010,0.29954545454545456
6088,0.1125
5682,0.19479166666666667
7201,0.15
6938,0.12
6875,0.12254545454545455
5953,0.075
5942,0.235
5382,0.055
6377,0.025
5931,0.1425
5992,0.09542857142857143
5790,0.14300000000000002
6753,0.14
6562,0.03
7046,0.065
5868,0.135
5784,0.145
5878,0.4584288559242301
5110,0.095
5210,0.14483871553502425
7230,0.03
5005,0.135
6871,0.02
5363,0.05
7253,0.065
6055,0.275
5072,0.105
6913,0.04
6386,0.10539786967418546
5634,0.145
5758,0.185
6819,0.125
7088,0.12
5039,0.07
5532,0.195
6037,0.175
6322,0.15976190476190477
6887,0.065
6660,0.175
5451,0.0775
6014,0.025
5556,0.135
6346,0.06
5850,0.04
5940,0.175
7119,0.095
5253,0.22142857142857142
6851,0.135
6695,0.05
6908,0.19
7255,0.08
5674,0.055
6278,0.18899999999999997
5486,0.265
5174,0.165
6621,0.025
6313,0.05
6435,0.115
6970,0.07
6310,0.035
5932,0.1275
6877,0.105
6763,0.02
7085,0.12
7049,0.05
6959,0.155
5214,0.1
6350,0.11
5063,0.175
5041,0.0778125
5086,0.16
6942,0.05
5270,0.12942857142857142
6705,0.03
7051,0.025
6758,0.1
6249,0.025
5808,0.04
5377,0.12
5446,0.1489285714285714
5856,0.16142857142857142
4986,0.105
7001,0.1
6677,0.25
6665,0.12941122635753508
5817,0.19
6984,0.07
6541,0.14
5117,0.055
6097,0.115
5389,0.08
7219,0.04
6338,0.16
6922,0.09
5367,0.065
5638,0.175
5830,0.21
5338,0.14492957746478874
6007,0.17
6612,0.05
5718,0.165
6104,0.1
5229,0.105
6625,0.16
5206,0.14125
5963,0.145
4990,0.125
6641,0.13
5369,0.115
6196,0.09042857142857143
5236,0.235
5719,0.105
5643,0.2169642857142857
7050,0.255
6355,0.11
6688,0.035
6239,0.15
5531,0.035
6113,0.23469148222669348
7181,0.2
6118,0.2925
7264,0.06
5343,0.02
5051,0.18
5779,0.16
6605,0.08
6655,0.39
6534,0.16
5681,0.065
6607,0.105
6242,0.11
7242,0.04454545454545455
7277,0.145
6675,0.039
5398,0.06
5956,0.4099295774647887
5731,0.175
6956,0.085
6437,0.09
5447,0.21
5973,0.04
6075,0.10481308411214954
5281,0.3691666666666667
5103,0.06
6468,0.075
7209,0.115
5584,0.15
4988,0.265
6502,0.16899999999999998
5651,0.04
4962,0.18899999999999997
5862,0.16101190476190474
7199,0.11
6727,0.19
7279,0.085
6544,0.07
5933,0.09
6574,0.08
6399,0.08947503201024327
7187,0.09
6353,0.14624165554072097
5043,0.08
5469,0.17
5976,0.215
6059,0.115
5799,0.085
6147,0.21
6254,0.15104166666666666
7100,0.21
7147,0.105
5909,0.1
7037,0.13
5782,0.05
6237,0.195
6552,0.08
7067,0.085
5320,0.08
5930,0.025
6486,0.07
5245,0.075
6643,0.065
5260,0.12930735930735932
5569,0.18
7110,0.075
7139,0.145
6791,0.075
5360,0.08
5287,0.06
6553,0.17
7072,0.105
6044,0.14379166666666665
5332,0.02
6866,0.19
6633,0.085
6926,0.185
6442,0.225
5889,0.07
5765,0.21
5124,0.083
5491,0.1
6730,0.065
7151,0.07
5140,0.32947503201024325
7171,0.215
6568,0.1625
6861,0.075
6855,0.065
7129,0.1
5384,0.09
6859,0.215
5772,0.125
5665,0.1675
6495,0.1
5061,0.25
6948,0.065
5773,0.12
6052,0.05
6682,0.2425
6083,0.115
6962,0.03
5158,0.145
6464,0.205
5172,0.085
5582,0.145
6136,0.17697503201024326
6235,0.11
6508,0.19
4968,0.215
6632,0.0575
7195,0.105
5525,0.055
6320,0.175
6766,0.03
6872,0.07
5906,0.18899999999999997
7172,0.04
6571,0.145
5616,0.085
6312,0.055
6470,0.21326291079812207
5147,0.075
5501,0.04
6436,0.31916666666666665
5699,0.21
5313,0.08
6234,0.015
6569,0.11
7202,0.02
5683,0.065
5034,0.18
5435,0.09
5815,0.1749295774647887
5589,0.245
6746,0.075
6790,0.03
6857,0.015
6450,0.07
7221,0.06454545454545454
5527,0.125
5620,0.13704545454545455
6215,0.14
7167,0.1
5823,0.035
6207,0.1225
6932,0.04
5669,0.2425
5154,0.14742957746478874
7168,0.06
5585,0.085
7200,0.095
6539,0.065
5774,0.075
6357,0.05
5042,0.115
5015,0.12
5354,0.21
6054,0.035
7295,0.17
5365,0.115
6755,0.1225
5991,0.21
7035,0.05
5893,0.11
7164,0.075
5304,0.19979166666666667
5561,0.20979166666666665
5520,0.33992957746478875
5241,0.11104166666666666
7096,0.08
6078,0.14242957746478874
5046,0.16
5334,0.08
6969,0.11
6821,0.055
5760,0.045
5614,0.2
7091,0.105
5698,0.18597402597402596
5169,0.2
7294,0.035
5318,0.09
5368,0.21454545454545454
6923,0.13954545454545456
5463,0.055
5265,0.07
6321,0.125
5226,0.235
6868,0.195
4967,0.19
5293,0.155
5865,0.19479166666666667
5841,0.075
5526,0.105
6852,0.025
6469,0.035
6168,0.02
7292,0.085
5036,0.045
5644,0.135
6856,0.125
5428,0.135
5027,0.11879166666666667
4989,0.145
5221,0.125
6402,0.08951612903225806
5346,0.14476190476190476
6748,0.195
